2026-05-10 16:07:18.412636,Neutral,49.68%
2026-05-10 16:07:18.666172,Neutral,54.70%
2026-05-10 16:07:18.950371,Neutral,56.18%
2026-05-10 16:07:19.195386,Neutral,50.67%
2026-05-10 16:07:19.464408,Neutral,55.11%
2026-05-10 16:07:19.691884,Neutral,49.03%
2026-05-10 16:07:19.961507,Neutral,54.30%
2026-05-10 16:07:20.372008,Neutral,49.36%
2026-05-10 16:07:20.913496,Neutral,45.69%
2026-05-10 16:07:21.324838,Neutral,50.67%
2026-05-10 16:07:21.777139,Neutral,57.39%
2026-05-10 16:07:22.000378,Neutral,60.91%
2026-05-10 16:07:22.264900,Neutral,49.13%
2026-05-10 16:07:22.529742,Neutral,58.97%
2026-05-10 16:07:22.781496,Neutral,61.83%
2026-05-10 16:07:23.043689,Neutral,58.13%
2026-05-10 16:07:23.292458,Neutral,58.80%
2026-05-10 16:07:23.537435,Neutral,59.25%
2026-05-10 16:07:23.825135,Neutral,58.54%
2026-05-10 16:07:24.077049,Neutral,56.70%
2026-05-10 16:07:24.517920,Neutral,59.35%
2026-05-10 16:07:24.757548,Neutral,53.57%
2026-05-10 16:07:25.011329,Neutral,50.27%
2026-05-10 16:07:25.245844,Neutral,51.61%
2026-05-10 16:07:25.504865,Neutral,48.88%
2026-05-10 16:07:25.783885,Neutral,48.52%
2026-05-10 16:07:26.114289,Neutral,54.14%
2026-05-10 16:07:26.434878,Neutral,45.99%
2026-05-10 16:07:26.777803,Neutral,48.50%
2026-05-10 16:07:27.130267,Neutral,50.49%
2026-05-10 16:07:27.484115,Neutral,47.93%
2026-05-10 16:07:27.852820,Neutral,50.99%
2026-05-10 16:07:28.219663,Neutral,53.66%
2026-05-10 16:07:28.579043,Neutral,48.87%
2026-05-10 16:07:28.950401,Neutral,44.12%
2026-05-10 16:07:29.375758,Neutral,42.50%
2026-05-10 16:07:29.727407,Neutral,50.22%
2026-05-10 16:07:30.093876,Neutral,46.49%
2026-05-10 16:07:30.464793,Neutral,45.01%
2026-05-10 16:07:30.836538,Neutral,48.91%
2026-05-10 16:07:31.338339,Neutral,53.14%
2026-05-10 16:07:31.651037,Neutral,47.97%
2026-05-10 16:07:32.032297,Neutral,59.72%
2026-05-10 16:07:32.455532,Neutral,60.78%
2026-05-10 16:07:32.789497,Neutral,48.69%
2026-05-10 16:07:33.161580,Neutral,49.94%
2026-05-10 16:07:33.543056,Neutral,51.64%
2026-05-10 16:07:33.896209,Neutral,46.44%
2026-05-10 16:07:34.225996,Neutral,51.19%
2026-05-10 16:07:34.555942,Neutral,53.26%
2026-05-10 16:07:34.921318,Neutral,46.08%
2026-05-10 16:07:35.254032,Neutral,49.97%
2026-05-10 16:07:35.580577,Neutral,49.06%
2026-05-10 16:07:35.936526,Neutral,50.72%
2026-05-10 16:07:36.236367,Neutral,57.36%
2026-05-10 16:07:36.523880,Neutral,57.20%
2026-05-10 16:07:36.836761,Neutral,56.67%
2026-05-10 16:07:37.150498,Neutral,54.06%
2026-05-10 16:07:37.419872,Neutral,50.65%
2026-05-10 16:07:37.655037,Neutral,58.66%
2026-05-10 16:07:37.934666,Neutral,51.65%
2026-05-10 16:07:38.241642,Neutral,54.25%
2026-05-10 16:07:38.500833,Neutral,56.95%
2026-05-10 16:07:38.744943,Neutral,48.68%
2026-05-10 16:07:39.009508,Neutral,52.10%
2026-05-10 16:07:39.251028,Neutral,51.61%
2026-05-10 16:07:39.502008,Neutral,49.31%
2026-05-10 16:07:39.856831,Neutral,51.89%
2026-05-10 16:07:40.125310,Neutral,51.07%
2026-05-10 16:07:40.368796,Neutral,54.79%
2026-05-10 16:07:40.618123,Neutral,53.17%
2026-05-10 16:07:40.868582,Neutral,50.21%
2026-05-10 16:07:41.150959,Neutral,49.72%
2026-05-10 16:07:41.391522,Neutral,50.16%
2026-05-10 16:07:41.635707,Neutral,63.49%
2026-05-10 16:07:41.899874,Neutral,60.51%
2026-05-10 16:07:42.153020,Neutral,64.72%
2026-05-10 16:07:42.406061,Neutral,60.66%
2026-05-10 16:07:42.627768,Neutral,54.00%
2026-05-10 16:07:42.878496,Neutral,57.75%
2026-05-10 16:07:43.123927,Neutral,40.58%
2026-05-10 16:07:43.506802,Neutral,40.62%
2026-05-10 16:07:43.891767,Neutral,49.51%
2026-05-10 16:07:44.225339,Neutral,47.63%
2026-05-10 16:07:44.573554,Neutral,50.85%
2026-05-10 16:07:44.931615,Neutral,53.72%
2026-05-10 16:07:45.383408,Sad,41.37%
2026-05-10 16:07:46.380821,Sad,34.93%
2026-05-10 16:07:47.137713,Sad,38.65%
2026-05-10 16:07:48.611140,Sad,33.61%
2026-05-10 16:07:49.176996,Happy,31.57%
2026-05-10 16:07:49.618840,Sad,35.43%
2026-05-10 16:07:50.589715,Sad,33.01%
2026-05-10 16:07:51.003137,Sad,35.01%
2026-05-10 16:07:51.446898,Sad,33.78%
2026-05-10 16:07:51.946439,Sad,32.93%
2026-05-10 16:07:52.896133,Sad,35.71%
2026-05-10 16:07:53.361275,Sad,35.34%
2026-05-10 16:07:53.790177,Sad,36.07%
2026-05-10 16:07:54.180102,Sad,34.74%
2026-05-10 16:07:54.566321,Sad,35.50%
2026-05-10 16:07:55.305435,Sad,35.41%
2026-05-10 16:07:56.255184,Sad,34.94%
2026-05-10 16:07:56.724285,Sad,35.94%
2026-05-10 16:07:57.153027,Sad,35.32%
2026-05-10 16:07:57.623953,Sad,35.79%
2026-05-10 16:07:58.169596,Sad,35.18%
2026-05-10 16:07:58.581381,Sad,34.65%
2026-05-10 16:07:59.200998,Sad,35.22%
2026-05-10 16:07:59.615927,Sad,35.14%
2026-05-10 16:08:00.037623,Sad,34.78%
2026-05-10 16:08:00.599848,Sad,34.56%
2026-05-10 16:08:01.083183,Sad,34.21%
2026-05-10 16:08:01.482131,Neutral,51.00%
2026-05-10 16:08:01.947583,Sad,34.35%
2026-05-10 16:08:02.500924,Sad,35.00%
2026-05-10 16:08:02.920837,Sad,35.55%
2026-05-10 16:08:03.341088,Sad,35.67%
2026-05-10 16:08:04.069101,Sad,35.40%
2026-05-10 16:08:05.478620,Neutral,44.79%
2026-05-10 16:08:06.383861,Sad,35.96%
2026-05-10 16:08:07.825454,Sad,35.30%
2026-05-10 16:08:08.349339,Sad,34.26%
2026-05-10 16:08:08.891298,Neutral,52.18%
2026-05-10 16:08:09.273898,Sad,33.49%
2026-05-10 16:08:09.654692,Neutral,55.51%
2026-05-10 16:08:10.130469,Sad,35.09%
2026-05-10 16:08:10.846303,Sad,34.84%
2026-05-10 16:08:11.525077,Sad,35.92%
2026-05-10 16:08:12.266613,Sad,34.44%
2026-05-10 16:08:12.723187,Sad,34.01%
2026-05-10 16:08:13.332340,Sad,34.05%
2026-05-10 16:08:14.790031,Sad,34.94%
2026-05-10 16:08:15.379046,Sad,34.59%
2026-05-10 16:08:16.162758,Sad,37.13%
2026-05-10 16:08:16.613697,Sad,36.48%
2026-05-10 16:08:17.427337,Sad,35.27%
2026-05-10 16:08:43.111955,Neutral,42.83%
2026-05-10 16:08:43.294658,Neutral,47.52%
2026-05-10 16:08:43.468220,Neutral,48.08%
2026-05-10 16:08:43.649283,Neutral,50.41%
2026-05-10 16:08:43.854649,Neutral,50.19%
2026-05-10 16:08:44.042128,Neutral,47.15%
2026-05-10 16:08:44.232621,Neutral,51.60%
2026-05-10 16:08:44.389499,Neutral,48.72%
2026-05-10 16:08:44.650719,Neutral,47.51%
2026-05-10 16:08:44.847734,Neutral,43.25%
2026-05-10 16:08:45.038218,Neutral,46.11%
2026-05-10 16:08:45.232509,Neutral,44.73%
2026-05-10 16:08:45.432199,Neutral,48.94%
2026-05-10 16:08:45.628832,Neutral,47.27%
2026-05-10 16:08:45.842287,Happy,39.02%
2026-05-10 16:08:46.052038,Sad,32.22%
2026-05-10 16:08:46.263779,Happy,61.12%
2026-05-10 16:08:46.470701,Sad,39.65%
2026-05-10 16:08:46.661776,Sad,30.63%
2026-05-10 16:08:46.868431,Happy,34.17%
2026-05-10 16:08:47.062286,Happy,43.01%
2026-05-10 16:08:47.253884,Sad,36.39%
2026-05-10 16:08:47.512238,Angry,37.48%
2026-05-10 16:08:47.694232,Sad,31.03%
2026-05-10 16:08:47.888918,Angry,40.70%
2026-05-10 16:08:48.074051,Angry,37.92%
2026-05-10 16:08:48.262808,Angry,37.60%
2026-05-10 16:08:48.429716,Sad,40.84%
2026-05-10 16:08:48.604863,Sad,41.72%
2026-05-10 16:08:48.828074,Sad,39.95%
2026-05-10 16:08:49.024068,Sad,41.60%
2026-05-10 16:08:49.233811,Sad,40.64%
2026-05-10 16:08:49.470168,Neutral,53.85%
2026-05-10 16:08:49.681220,Neutral,52.99%
2026-05-10 16:08:49.871683,Neutral,53.29%
2026-05-10 16:08:50.048842,Neutral,49.46%
2026-05-10 16:08:50.283893,Neutral,49.89%
2026-05-10 16:08:50.485679,Neutral,47.73%
2026-05-10 16:08:50.672902,Sad,40.04%
2026-05-10 16:08:50.886580,Neutral,47.21%
2026-05-10 16:08:51.102403,Neutral,59.29%
2026-05-10 16:08:51.313846,Neutral,55.51%
2026-05-10 16:08:51.598456,Neutral,38.81%
2026-05-10 16:08:51.825630,Neutral,43.62%
2026-05-10 16:08:52.041452,Neutral,36.10%
2026-05-10 16:08:52.223158,Neutral,55.54%
2026-05-10 16:08:52.437422,Neutral,60.62%
2026-05-10 16:08:52.625792,Neutral,54.14%
2026-05-10 16:08:52.802430,Neutral,50.36%
2026-05-10 16:08:53.039954,Neutral,37.08%
2026-05-10 16:08:53.241612,Neutral,41.84%
2026-05-10 16:08:53.435905,Neutral,62.93%
2026-05-10 16:08:53.639540,Neutral,41.99%
2026-05-10 16:08:53.814335,Neutral,66.62%
